name,avg_total_playtime
MissileDancer,0.0
Betweenside,0.0
KURSK,0.0
Lingotopia,0.0
To Hell with Hell,0.0
Hexaluga  Dungeons and Hunting,0.0
Smile'N'Slide,0.0
Skinscape,0.0
Made to Order: The Party Game,0.0
Adventures Of Pipi 2 Save Hype,0.0
Meme Supreme  \_()_/,0.0
Suicide Guy: Sleepin' Deeply,0.0
Bully Store,0.0
Castle: Jigsaw Puzzles,0.0
Factory Town,0.0
A Quiet Mind,0.0
Five Rooms,0.0
Chroma Shift,0.0
Putinization,0.0
Minako,0.0
DemonsAreCrazy,0.0
Lonia Saga 2,0.0
Argos,0.0
Fading Visage,0.0
Shining Hotel: Lost in Nowhere,0.0
Gaze At Maze,0.0
Arevoatl Seven Coins,0.0
Paper Valley,0.0
Sudoku Killer /,0.0
2(Chimera of Tactics 2),0.0
Shooter Game,0.0
Beyond Minimalism,0.0
Dungeon Deathball,0.0
The Duller,0.0
Gym Simulator,0.0
Nefertari: Journey to Eternity,0.0
Sail Ships,0.0
Neon Universe,0.0
Tod Stein,0.0
Delve,0.0
Street Level: Windows Edition,0.0
Geometry Rush,0.0
Trivia Vault: Food Trivia,0.0
Trivia Vault: Literature Trivia,0.0
Foto Flash 2,0.0
FrogStatue,0.0
Bomb-Bomb,0.0
Bathroom Chef,0.0
Fitzzle Adorable Puppies,0.0
Doctor Tsunami,0.0
Catch'em,0.0
Kidz,0.0
Crashbots,0.0
Master Pyrox Wizard Smackdown,0.0
Weird Dungeon Explorer: Defender,0.0
Weird Dungeon Explorer: Run Away,0.0
Weird Dungeon Explorer: Wave Beat,0.0
Super Jigsaw Puzzle: Cities,0.0
Deconstructor,0.0
Rainy Day Racer,0.0
Prison Test,0.0
Comet Crasher,0.0
G-DINO'S JUNGLE ADVENTURE,0.0
Footy Ball Tournament 2018,0.0
Bot Tales: The Crashed,0.0
Inca Marbles,0.0
Danger!Energy,0.0
Miami Cruise,0.0
ROS,0.0
Yahrit!,0.0
FlyInside Flight Simulator,0.0
To Light: Ex Umbra,0.0
The Spiral Scouts,0.0
Fantasy Raiders,0.0
Talos VR,0.0
Lucky Night: Poker Games,0.0
Ding Dong XL,0.0
OK/NORMAL,0.0
BlueFear,0.0
Heroes Of The Offworld Arena,0.0
City Of Jade: Imperial Frontier,0.0
Football Girls: Dream Team,0.0
Magic Blast VR,0.0
OneShift,0.0
KO Mech,0.0
13 Cycles,0.0
The Great Story of a Mighty Hero - Remastered,0.0
Intelligence: Anime girls,0.0
Kitsune Kitchen,0.0
Survive the West,0.0
The General Retreats,0.0
Caverns: Lost Sky,0.0
Muerte's Arena,0.0
Gamer Sensei's Range Royale,0.0
Delta Horizon,0.0
Orc Island,0.0
Astraeus,0.0
Balance of Soccer,0.0
Vertical Fall,0.0
Frankenstein: Beyond the Time,0.0
Melting World Online,0.0
One Person Story,0.0
Cairo's Tale: The Big Egg,0.0
Bighead Runner,0.0
Slime CCG,0.0
Viking Days,0.0
Starcom: Nexus,0.0
Sea of memories,0.0
Science:The world is in your hands,0.0
Blueprint,0.0
Artillery Cats,0.0
Krim: The Music Bot,0.0
Underground Bone Marrow,0.0
SMASH BOY Ver.KZ,0.0
MinerXP,0.0
Brain 43,0.0
Villager's Biography,0.0
The Lost Sky,0.0
ORIX!,0.0
Space Force,0.0
Lost Legend,0.0
Sliver-Sclicker,0.0
Sagebrush,0.0
Trap Defense,0.0
Feelin,0.0
"3, 2, 1, SURVIVE !",0.0
Demolition Ball,0.0
Arkball,0.0
qop 3,0.0
SAVANNA SHOT VR,0.0
A Lot Like Love,0.0
The Perfect Unit,0.0
Defender Faith,0.0
Dark Maze 2,0.0
Waterside Chirping,0.0
SilverFrame(),0.0
TapRPG - Homeland,0.0
Scud Frenzy,0.0
Achievement Creator,0.0
Necro Immortallis,0.0
Radiant One,0.0
Chocolate makes you happy 6,0.0
Zombie Rampage,0.0
Jade's Dungeon Descent,0.0
Magic Realm: Online,0.0
The World of Labyrinths: Labyronia,0.0
NUMERIC,0.0
Permission VR,0.0
HellCat,0.0
Beasts&Chests,0.0
"150,000 B.C.",0.0
Drops: Rhythm Garden,0.0
NIGHTSTAR: Alliance,0.0
World of Tea,0.0
Murasaki Tsurugi,0.0
Ales Dash,0.0
Heavenly Duels,0.0
Reformers Intl Ver(),0.0
HotFloor,0.0
DiveReal,0.0
Puzlogic,0.0
Jumpo Joe,0.0
Phase Shift,0.0
LIBRARY,0.0
Dubstep Abasralsa,0.0
Dark Days of Horror,0.0
Infinite World: Randomize everything,0.0
PLAYNE : The Meditation Game,0.0
One Hundred Times Me,0.0
Torn Tales: Rebound Edition,0.0
Harmony of the bravest,0.0
Solitude - Escape of Head,0.0
Octo Gravity,0.0
Dehumanized,0.0
Vein Hotel,0.0
SpaceTone,0.0
- Through the Mist and Sky,0.0
BQM - BlockQuest Maker-,0.0
BOSSGARD,0.0
Highway Junkie,0.0
Beat Stickman: Infinity Clones,0.0
kicker,0.0
FlyWarzz,0.0
HarmonyTD,0.0
Treasures of the Ancients: Egypt,0.0
Debris 2x1 Hentai,0.0
EreaDrone - The FPV Simulator,0.0
Emergency Robot Simulator,0.0
Putin Run Away From Trump,0.0
Colonumbers,0.0
HexTrains,0.0
On The Western Front,0.0
TANKS,0.0
What Never Was,0.0
Light Rider,0.0
Space Toads Mayhem,0.0
Defense the Farm,0.0
VR Flush,0.0
Love Story: The Way Home,0.0
Deep Noise,0.0
Slime Kingdom,0.0
Adventure Delivery Service,0.0
Endless Fables 3: Dark Moor,0.0
Stones of Yalmrith,0.0
VR / TSUN-TSUN VR,0.0
Dungeon Rankers,0.0
Lilipalace,0.0
Alice in Wonderland - 3D Labyrinth Game,0.0
WIN THE GAME: WTF!,0.0
Tilesweeper,0.0
Wars of Succession,0.0
Up Left Out,0.0
Chase,0.0
Andor - the Cards of Wonder,0.0
PLANET RESERVE,0.0
Daddy,0.0
Remyadry,0.0
PHOTON CUBE,0.0
Honor Cry: Aftermath,0.0
Range Ball,0.0
Tower Defense > Red Rose Rising,0.0
Sakura and Crit: The Mock Game,0.0
Guilty Summer Kiss 2 - Bloody Secret,0.0
Shadow Council: The Puppeteers,0.0
Hyper Train Corporation,0.0
Office Race,0.0
The Wilting Amaranth,0.0
Pixel Traffic: Highway Racing,0.0
Gull Kebap VR,0.0
The One We Found,0.0
Aeroplanoui,0.0
Gravity Jump,0.0
Turn up jeans,0.0
Tales of Mahabharata,0.0
Dance With Memes,0.0
Hallo Spaceboy,0.0
Stick Spartans,0.0
Immortal Darkness: Curse of The Pale King,0.0
Through The Tomb,0.0
Golf Galore,0.0
Battle Summoners VR Basic,0.0
(),0.0
Hex Two,0.0
Salty Seabird Bay,0.0
Sapper boom!,0.0
Crossing Man,0.0
Road Z Survival: The Last Winter,0.0
Mushroom Quest,0.0
FINSummerVR,0.0
Zoo Constructor,0.0
Ancient Warlords: Aequilibrium,0.0
Survival Diary,0.0
DAISENRYAKU PERFECT 4.0/4.0,0.0
Brathian,0.0
Adventure of a Digger,0.0
Heroes Arena,0.0
Qybe,0.0
The Outsiders,0.0
killer7,0.0
What do you hear?? Yanny vs Laurel,0.0
Fly Killer VR,0.0
Prototype Mansion - Used No Cover,0.0
Arkhangel: The House of the Seven Stars,0.0
Lands Of The Lost,0.0
Soccer Battle Royale,0.0
Hope of Humanity,0.0
"I, Cyborg",0.0
EggFight,0.0
Rio Rex,0.0
Candy Raid: The Factory,0.0
Horny Fighter,0.0
Cryptozookeeper,0.0
Pylow,0.0
Nobunaga's Shadow,0.0
Absolute VR Experiences,0.0
AridFortress,0.0
Cut The Ex-Girlfriends,0.0
DEEP SPACE WAIFU: NEKOMIMI,0.0
Brotherhood United,0.0
Resort Boss: Golf | Golf Tycoon Management Game,0.0
TRAGO,0.0
Universally Loved,0.0
Guess Da Meme,0.0
Grounds of Glory,0.0
World of Zombies,0.0
Lucky Shot,0.0
RapStar Tycoon,0.0
Don't Look Down,0.0
The Darkest Woods,0.0
Mortar Howl,0.0
The Federal Rescue,0.0
Because We're Here ~Mohnblume und Blauerose~ Act I,0.0
The Goracle,0.0
Jailbreak Lockdown,0.0
Cherry in the Sky,0.0
Tiny Hands Adventure,0.0
The Book of Regrets,0.0
Hero Hunters -  3D 2K19,0.0
Double Shot,0.0
DayD: Through time. Jurassic Rush,0.0
BattleStar Mazay,0.0
Keep Running,0.0
U-BOOT 1945,0.0
Katy and Bob: Cake Caf,0.0
Heart'n Block,0.0
Franky Lettuce,0.0
Super Chicken Catchers,0.0
Super Golf 2018,0.0
Feather Of Praying,0.0
Jet Ant,0.0
She is Mermaid,0.0
Amaze Bowl,0.0
Up And Up,0.0
AmazeD 3D,0.0
Mazes and Mages,0.0
3D Gravity Rocket,0.0
Polymatic,0.0
Cave Adventures,0.0
Running Through Russia 2,0.0
Lems,0.0
- Crows,0.0
The Monsters' History Book,0.0
The Bad Gravedigger,0.0
Treasure Hunter Man 2,0.0
Jumponaut,0.0
R.O.V.E.R.,0.0
Blueprint Word,0.0
That Which Binds Us,0.0
SimpleRockets 2,0.0
Forward Line,0.0
Debit And Credit:A Walk Through Accounting Hell,0.0
Fobia,0.0
The Fiend's Tavern,0.0
6  ! Pacific Storm 6 - Battle for Normandy,0.0
ZOOMnBOOM,0.0
Moonbase Down,0.0
HerWam,0.0
Automatum,0.0
Galaxy Trucker: Extended Edition,0.0
Adapt or Perish,0.0
Bowman VS Zombies,0.0
SMASH IT,0.0
Kilcount,0.0
Museum of Symmetry,0.0
!LABrpgUP!,0.0
Animyst,0.0
Great Old One - Arrival,0.0
Noble Crusade,0.0
Magnetic Pairs,0.0
FIGHTING EX LAYER,0.0
Dungeon Rush,0.0
Wild West VR,0.0
Grisaia Phantom Trigger Vol.5,0.0
Shepard Fairey VR - DAMAGED,0.0
Curse in our heads,0.0
Arc Savior,0.0
Flaming Pixels,0.0
Achaem,0.0
Lovecraft's Untold Stories,0.0
Super Plumber,0.0
White Nothing,0.0
PukePuke Demon,0.0
Wheelchair Simulator,0.0
Chicken Rider,0.0
Summer Memory of Bell,0.0
SUPER BALL WRESTLE YES,0.0
Nurikabe,0.0
Volcano Eruption,0.0
TrapLand,0.0
Galactic Dominion,0.0
:Blackout,0.0
MUTATION PHASE,0.0
Allergenium,0.0
Alone,0.0
Mad Restaurant People,0.0
Gladiabots,0.0
DERE EVIL .EXE,0.0
BattleRush 2,0.0
Beerd leaver,0.0
Hovership Havoc,0.0
Quiet as a Stone,0.0
Freezeer,0.0
Burden of Proof,0.0
Charm Tale,0.0
Destiny of Altrais,0.0
Nick Beard: The Fedora of Destiny,0.0
Wizard Street,0.0
Bunny Battle Arena,0.0
Zombie Killing Simulator,0.0
Fruit Hoop,0.0
Banzo - Marks of Slavery,0.0
Capsella The Lights of Lucern,0.0
rumii,0.0
Necro Mutex,0.0
Blind Souls,0.0
Urbance Clans Card Battle!,0.0
The Neon Boy,0.0
Hist Maker,0.0
Z Dawn,0.0
Funky Karts,0.0
Jet-Story 2018,0.0
Test your knowledge: Cities,0.0
Football Manager 2019 Touch,0.0
Azurael's Circle: Chapter 1,0.0
Stream Games,0.0
Final Missions,0.0
Crescent Hollow,0.0
NEO NEO,0.0
Hectic,0.0
SharpShooter3D,0.0
1000 Stages,0.0
,0.0
Teleportals. I swear it's a nice game,0.0
iterform,0.0
SurvivalZ Battlegrounds,0.0
The King's Request: Physiology and Anatomy Revision Game,0.0
Crimson Light,0.0
Kick Them Out!!!,0.0
Life's Playground,0.0
Color by Numbers - Flowers,0.0
DE(Model DE Fight),0.0
Celestial Hacker Girl Jessica,0.0
The Basilisk,0.0
-Unconquered Castle,0.0
Space Maze,0.0
Jack N' Jill DX,0.0
mr.Vegan,0.0
Kitty Run,0.0
Paris: Jigsaw Puzzles,0.0
Pac Adventures 3D,0.0
Under The War,0.0
Freebot : Battle for FreeWeb,0.0
Cars Arena,0.0
The Brink,0.0
PASSAGE,0.0
Pop Island - Let's Code !!!,0.0
Legends of Amberland: The Forgotten Crown,0.0
Lost Artifacts: Golden Island,0.0
Rail World,0.0
ALIENS INVADED OUR PLANET,0.0
Panic Room 2: Hide and Seek,0.0
Virtual Families 2: Our Dream House,0.0
aMAZE Classic: Inverted,0.0
Lost Artifacts: Soulstone,0.0
To the Core,0.0
Detective Failure,0.0
Living with Jaguars,0.0
HUNTER BRICK BALL,0.0
Othello 2018,0.0
Vanguardian,0.0
Swipe Fruit Smash,0.0
Antirocketh,0.0
Hum Drum Experiences,0.0
Sphaera,0.0
Me And Dungeons,0.0
Repentant,0.0
Chess Puzzles,0.0
Dinosaur Hunt Puzzle,0.0
Achtung! Cthulhu Tactics,0.0
The Life's Lane,0.0
XXX Puzzle,0.0
Maze And Dagger,0.0
The Putinland: Divide & Conquer,0.0
GIPHY World VR,0.0
Goinund,0.0
Brick Breaker Premium,0.0
Brick Breaker Premium 3,0.0
School of Horror,0.0
ArcBall 3: Infinity,0.0
NextVR - Live Sports and Entertainment in Virtual Reality,0.0
Hat Hunters,0.0
What A Trash Game!,0.0
Solar Explorer: New Dawn,0.0
InfiniPicross 2.0,0.0
Tree.Bonsai,0.0
Recursive Dragon,0.0
Frozen Soul,0.0
Anceder,0.0
De Fobos y Deimos,0.0
Exo Racing,0.0
Dead Mayhem,0.0
Last Alive,0.0
Hentai Words,0.0
The Strangers,0.0
Somnium Space,0.0
Factory of Monsters,0.0
Midnight Awake,0.0
Freddy's Journey,0.0
Dead In Time,0.0
Virtual telescope,0.0
"Vogue, The Explorer",0.0
Call each NEW YEAR,0.0
Tales From Windy Meadow,0.0
Sophisticated Puzzle,0.0
BRANE: Prototype,0.0
Scorch,0.0
Furious Seas,0.0
Trivia King,0.0
The Movie Trivia Challenge,0.0
Salio,0.0
Moral King,0.0
Bookers: Underground Chapter,0.0
Rehtona,0.0
Zodicat,0.0
Envoy of Nezphere,0.0
Crazy Farm : VRGROUND,0.0
Police Air Transporter,0.0
Occupy White Walls,0.0
DDS (D.I.Y Drone Simulator),0.0
Skyscrapers Puzzle: Airi's tale,0.0
Laserium,0.0
Zen Space Flight - VR Showcase,0.0
Moss Destruction,0.0
Let's Split Up (A Visual Novel),0.0
ROAD HOMEWARD,0.0
BIG POGO MAN,0.0
Hyperspace Delivery Service,0.0
VR Slots 3D,0.0
Underwater hunting,0.0
Greenspawn Restaurant,0.0
Tentlan,0.0
Vosaria: Lair of the Forgotten,0.0
Adventure Hero,0.0
CanYouSurvive?,0.0
Aground,0.0
One Jump Bomb,0.0
999,0.0
Princess Lili -,0.0
Magic Chess,0.0
Road Patrol Truck,0.0
Draw It! 2,0.0
Climb,0.0
Aquarium Simulator,0.0
Fancy Skiing 2: Online,0.0
Round Ways,0.0
Which Way Out,0.0
Samurai Wish,0.0
MultiBall (BLADOSHARIK),0.0
Ticktock,0.0
Seeds of Resilience,0.0
Gravity Wars,0.0
Candy,0.0
Flamebound,0.0
Zero Caliber VR,0.0
Welcome to the Pool Hall,0.0
Devochka Quest,0.0
Retro Snake,0.0
The Pirates of Sector 7,0.0
Sumerian Blood: Gilgamesh against the Gods,0.0
18+,0.0
CLICKER ACHIEVEMENTS - THE IMPOSSIBLE CHALLENGE,0.0
Factory Manager,0.0
Contact Draw: Bowling,0.0
Welcome To... Chichester 0 - Preview,0.0
Rage of the Pumpkins,0.0
Ammo Pigs: Armed and Delicious,0.0
Digital Jigsaw Puzzle,0.0
Gensokyo Rolling Force /,0.0
Hardcore Weapon Challenge - FPS Action,0.0
Deadly Silence,0.0
Coinon,0.0
Thick Light,0.0
Puzzles for smart: Cats,0.0
LOOT BOX ACHIEVEMENT SIMULATOR,0.0
Pixel Hentai Mosaic,0.0
Time Drifter,0.0
The Legend of Monster Mountain,0.0
Hunting fields of Jackals,0.0
It's You: A Breakup Story,0.0
FastGo Running,0.0
Board Battlefield,0.0
One Day for Revenge,0.0
Fuel Renegades,0.0
UniteStar,0.0
Witch of the Woods,0.0
Core Awaken ~The Yuka~,0.0
Granny's Grantastic Granventure,0.0
Nazi,0.0
Hyper Simon X,0.0
Adva-lines,0.0
Super Jigsaw Puzzle: Monuments,0.0
Trivia Vault: Music Trivia,0.0
Distorted Illusions,0.0
Double Switch - 25th Anniversary Edition,0.0
RollTheEarth,0.0
SIMULACRA: Pipe Dreams,0.0
Whip! Whip!,0.0
WISGR,0.0
TAVERN GUARDIANS: BANQUET,0.0
Muay Thai Fighting,0.0
Unbroken Warrior,0.0
Woodpunk,0.0
Fantasy Ball,0.0
70 Seconds Survival,0.0
Captain The Runner,0.0
Sort the Cube,0.0
Sally's Salon: Kiss & Make-Up,0.0
Coach Bus Simulator Parking,0.0
Cryptochain,0.0
Don't Feed The Slimes!,0.0
Neotrie VR,0.0
LO-OP,0.0
Build buildings,0.0
The 50 States Quiz,0.0
Draft Day Sports: College Football 2018,0.0
Cute Cats PuZZles,0.0
Ashes of the Ark,0.0
The Castle Disaster 2,0.0
Sarah in the Sky,0.0
Welcome To The Dreamscape,0.0
Egg Teacher VR,0.0
BORIS the Mutant Bear with a Gun,0.0
Meower's Quest: Jasper's Tale,0.0
STARSHIP AVENGER Operation: Take Back Earth/,0.0
Dragon`s Checkers,0.0
ClusterDisaster,0.0
Jailbreak Russia,0.0
Jailbreak Craft,0.0
Dot to Dot Puzzles,0.0
'1st Core: The Zombie Killing Cyborg',0.0
Supesu,0.0
MultiTaskMaster,0.0
'90s Football Stars,0.0
Street Karate,0.0
Let's Go There And Wander Nowhere,0.0
Switch - Black & White,0.0
The Chambers,0.0
Idle Hunter,0.0
The Journey to Fairytales,0.0
Lucy Got Problems,0.0
Ruby & Majesty: Treasure Team,0.0
Ones and Zeroes,0.0
Girl Mod | GIRLS VR (create + pose in VR),0.0
Armored Train,0.0
Stick Arena,0.0
10k,0.0
Battle Simulator,0.0
Epic Skater 2,0.0
Box: The Game,0.0
Trakker,0.0
Lawless Lands,0.0
Long Road,0.0
J15 Jet Fighter VR (15),0.0
GeoGebra Mixed Reality,0.0
/ Magic MechSuit Akane,0.0
Trooper 2 - Alien Justice,0.0
Jetpack Dog,0.0
Franchise Hockey Manager 5,0.0
Lingering Fragrance,0.0
Pro Basketball Manager 2019,0.0
~ Happy Stealing with Kirisame Marisa,0.0
How to be Best Russian Game Developer,0.0
Queen of Spades,0.0
Drugs to Bee,0.0
Slabs,0.0
Devastator Arena,0.0
Lets Beats,0.0
Entangled,0.0
Cybrus,0.0
Vatnik Simulator - A Russian Patriot Game,0.0
Cavesweeper,0.0
Sniper Fodder,0.0
War Rock,0.0
Juan v Juan,0.0
Dark Visit,0.0
School Idol,0.0
Fortune & Gloria,0.0
Subway Surfers - 2018,0.0
Incel Clicker,0.0
Synthwave Dream '85,0.0
Shooting over it : to be a star,0.0
Bloody Sand,0.0
Robbotto,0.0
Top Down Racer,0.0
Outer Space,0.0
Vagrant Fury,0.0
Arboreal,0.0
The LEGO Movie 2 Videogame,0.0
Tower Keepers,0.0
Steamulator 2019,0.0
"The Official GamingTaylor Game, Great Job!",0.0
Geometry Defense: Infinite,0.0
How To Date A Magical Girl!,0.0
Professor Watts Word Search: Space Voyage,0.0
Plumber: the Pipe Rush,0.0
The Slater,0.0
Train Simulator: London Subway,0.0
Furwind,0.0
Egony,0.0
Degeneration,0.0
The Battle Of Ages,0.0
Depression The Game,0.0
Business Tycoon Billionaire,0.0
"\"Voice Shooter \"\"Pif Paf\"\"\"",0.0
Drive Switch Evade,0.0
Monster Energy Supercross - The Official Videogame 2,0.0
The Outpost Nine: Episode 1,0.0
PlatONIR,0.0
Star'Shoot,0.0
Google Spotlight Stories: Age of Sail,0.0
Reentry - An Orbital Simulator,0.0
Reveal,0.0
Duke of Defense,0.0
Mecha-Tokyo Rush,0.0
Dog's Quest,0.0
HellMaze,0.0
Take Care of the Paperwork,0.0
Accurate Segmentation,0.0
Sudoku Original,0.0
Blind Bird,0.0
JuBOX,0.0
EnHanced,0.0
Age of Fear: The Free World,0.0
The Warrior War,0.0
Fitzzle Precious Dolphins,0.0
Fitzzle Regal Tigers,0.0
Door,0.0
Chess Parallel Esports,0.0
Zeon 25,0.0
Leviathan,0.0
Ashley Clark: Secret of the Ruby,0.0
Nono's magic general shop,0.0
Thievery,0.0
1 HIT KILL,0.0
Lu Bu Maker,0.0
BATTLE X,0.0
The Moment We Met,0.0
BAD DAY,0.0
Horror Rollercoaster,0.0
SIG,0.0
Shadowlings,0.0
Viviette,0.0
360 No Scope Arena,0.0
New Star Manager,0.0
AVATAR: Consolidate,0.0
Jorji and Impossible Forest,0.0
Fugue in Void,0.0
Immortals(),0.0
Struggle For Light,0.0
Poverty is a Choice,0.0
Shimmer,0.0
Beyond the Mind,0.0
Wardens of the Amber Cage,0.0
FlowDot,0.0
Rocket Island,0.0
V.T.,0.0
Three life,0.0
Nocturne of Steel,0.0
NSFWare,0.0
Cadria Item Shop,0.0
ERI,0.0
Mercs,0.0
The Lost And Forgotten: Part 1,0.0
Little Imps: A Dungeon Builder,0.0
Spring of Decadence /,0.0
HyperZen Training,0.0
PUGNite,0.0
Stefanos Sizzling Pizza Pie,0.0
Destination Dungeons: Catacombs of Dreams,0.0
Fitzzle Wise Owls,0.0
Akane,0.0
Cabins: Jigsaw Puzzles,0.0
Cat's Yarn,0.0
The Unfolding Engine: Paint a Game,0.0
Hotel Transylvania Popstic,0.0
Professor Watts Word Search: Pirates Life,0.0
The Harbinger's Head,0.0
Unnatural,0.0
The Last Wizard,0.0
The Magician's Burden,0.0
Professor Watts Word Search: Yummy Foods,0.0
Sunken,0.0
Bitcoin Mining Tycoon,0.0
Pro Gamer Tycoon,0.0
Mist of the Dark,0.0
Garage Master 2018,0.0
Mines and Magic,0.0
Astro Bouncer,0.0
Stick Man Fight 3,0.0
Football Manager 2019: The Hashtag United Challenge,0.0
Super Seeker,0.0
Slider,0.0
PixZomb,0.0
Rolling in the Reef,0.0
Absinth,0.0
Synth Riders,0.0
Platform Builder,0.0
Digital Siege,0.0
Intelligence Trader,0.0
Imperialism: Fate of India,0.0
Werewolves: Haven Rising,0.0
Capcom Beat 'Em Up Bundle /,0.0
My Russian Trip,0.0
Boobserman,0.0
Mahjong Pretty Manga Girls,0.0
Neon Cat Tickler,0.0
Tower Stacker,0.0
AceSpeeder3,0.0
Fairyland: Power Dice,0.0
Cro Magnon,0.0
Need a packet?,0.0
Richy's Nightmares,0.0
Wired,0.0
Nova-Life,0.0
Time,0.0
Fairyland: Blackberry Warrior,0.0
Floor Massacre,0.0
Lynne,0.0
The Waters Above: Prelude,0.0
Liminal,0.0
Aerial Guardian,0.0
Legion's Crawl,0.0
Ayni Fairyland,0.0
The Witch's House MV,0.0
Walk on Arrow,0.0
Smash Halloween Pumpkins: The Challenge,0.0
Jumper Magic,0.0
Jewel Match Solitaire,0.0
Blood Money,0.0
EndCycle VS,0.0
Noble Armada: Lost Worlds,0.0
PokerStars VR,0.0
Yeli Orog,0.0
Starfield Wars -  3D,0.0
Store Crasher,0.0
The Island Combat,0.0
DomiCard,0.0
Clouded,0.0
Casino Mega Collection,0.0
Multicellular,0.0
Ruya,0.0
A Roll-Back Story,0.0
Night of the Shrub Part 2,0.0
Outside the Lines,0.0
Another Otter,0.0
SPEED BOX,0.0
HopeLine,0.0
SPEED UP,0.0
My Bingo,0.0
BrutalAliens,0.0
The Mystery of Happyville,0.0
Glitch Pets,0.0
Proficient Paddles,0.0
EPHEMERAL -FANTASY ON DARK-,0.0
Jelly Wrestle,0.0
Nelke & the Legendary Alchemists ~Ateliers of the New World~ /,0.0
ParkourMan,0.0
Chef: A Restaurant Tycoon Game,0.0
Roman The Worm,0.0
Dragon Spear,0.0
Tomato Way 2,0.0
Asterix & Obelix XXL 2,0.0
The Sunny Day,0.0
Vortex Of Pain,0.0
Epic Helicopter,0.0
Bleeding Sun,0.0
Owl Watch,0.0
Element: Space,0.0
The Great Geometric Multiverse Tour,0.0
Fractal Chicken,0.0
Galencia,0.0
Seat of War,0.0
President Yukino,0.0
Dimetrosaur,0.0
BoxRunner,0.0
Harpoon Cat,0.0
Brath: Brain and Math,0.0
Ritter,0.0
Horde: Zombie Outbreak,0.0
Opus Mortem,0.0
Snooker 19,0.0
Double,0.0
TAL: Arctic,0.0
Retro Racers 2,0.0
O.C.D. - On Completeness & Dissonance,0.0
Puzzles By Axis Hyper,0.0
egg is broken. heart is too.,0.0
PuppetShow: Destiny Undone Collector's Edition,0.0
Danse Macabre: Thin Ice Collector's Edition,0.0
Mystery Case Files: Rewind Collector's Edition,0.0
Generation Streets,0.0
Tango: The Adventure Game,0.0
Pilot Rudder VR,0.0
Metal Fatigue,0.0
Railroad Tracks,0.0
TREE,0.0
MatchyGotchy Z,0.0
Ultimate War,0.0
Dabman: When the Haters Dab Back,0.0
Suitchi,0.0
ZOLO - Zombies Only Live Once,0.0
World of War : Battlegrounds,0.0
Ninja SpeedRush,0.0
Project 59,0.0
Forest Rabbit,0.0
Zombie Head,0.0
Oligopoly: Industrial Revolution,0.0
Pilgrimage,0.0
Another Sight,0.0
Lovestory,0.0
Notified,0.0
Guess who ?,0.0
Pitch Perfect Ear Training,0.0
FortOfTheNight,0.0
Seed of Amaranth,0.0
Dragonfly Chronicles,0.0
Sabbat of the Witch,0.0
S.F.77,0.0
Wetwork,0.0
ZYX STORY,0.0
MiniCar Race - 2019 Mini,0.0
Ameagari no Hanaby,0.0
Grand Kokoro - Episode 1,0.0
FPV Air 2,0.0
Deity Empires,0.0
Pythagoras' Perpetual Motion Machine,0.0
IgKnight Food Fight,0.0
Battle Royale Builder,0.0
Two Wars - Part 1,0.0
A Stickman Reality,0.0
Loot Box Simulator,0.0
Bonkies,0.0
Echoes World,0.0
The Plant,0.0
StickyBots,0.0
Centifeed,0.0
Mirror Stage,0.0
Another world: Truck driver,0.0
Empire,0.0
Sharp,0.0
The Caligula Effect: Overdose,0.0
Crypto Crisis,0.0
Downtown Mafia: Gang Wars,0.0
The Oni Sellsword,0.0
Monster Adventurer,0.0
UnHolY DisAsTeR,0.0
Incandescent 2,0.0
Save President From Rebels,0.0
My Farm,0.0
RGBCELLS,0.0
() / Fall...in Love (Demo),0.0
Deicide,0.0
Pawn of the Dead,0.0
Ecchi Cards,0.0
Kids Learn,0.0
Math Fun,0.0
Myha: Return to the Lost Island,0.0
Kitrinos: Inside the Cube,0.0
Shadow Brawlers,0.0
Lovefield General: Back to Work,0.0
Uncharted Waters Online,0.0
Slave Master: The Game,0.0
Love ritual,0.0
Almost Alive,0.0
Knight King Assassin,0.0
Perspectrum,0.0
Rampage of the Dead,0.0
Mars Troopers - 2019,0.0
Ecchi Puzzle,0.0
A Gentlemanly Adventure,0.0
Lily's Night Off,0.0
Primitive Survival,0.0
Country Park,0.0
Valor Time,0.0
FROSTBITE: Deadly Climate,0.0
Whacker Guy: Distance Hunter,0.0
Kill The Monster,0.0
Glitch,0.0
Whiskered Away,0.0
Romancing Monarchy,0.0
Oakwood,0.0
Deplau,0.0
JUST a Game,0.0
Ray of Light,0.0
Hell Knights,0.0
Watching Delusion,0.0
SUPER FLAIL,0.0
Usual John,0.0
PINPIN BALLBALL,0.0
CROSS X CARROT,0.0
Bike Dash Excite!,0.0
pla_toon,0.0
Draft Day Sports: Pro Golf,0.0
Medical verdict,0.0
Echoes in White,0.0
Fast Dust,0.0
Roidrekt,0.0
JUST DASH,0.0
Retro Snake Adventures,0.0
Falling Blocks,0.0
Love's Sweet Garnish,0.0
Cat couple,0.0
Dog couple,0.0
Meme couple,0.0
Animal couple,0.0
Butterfly couple,0.0
Berry couple,0.0
Fruit couple,0.0
Vegetable couple,0.0
Bird couple,0.0
Mosaics Galore. Challenging journey,0.0
Thanksgiving Day Mosaic,0.0
Pirate Mosaic Puzzle. Caribbean Treasures,0.0
Devil Engine,0.0
Astrela Starlight,0.0
